# Ud·losti AE jednotky 18.01
# form·t ¯·dku: Ëas zaË·tku, dÈlka [us], maximum [mV], rise time [us], c1 [count], c2 [count], risetime c1 [count], risetime c2 [count], vzorkov·na [+/-]
#
# konfigurace jednotky:
# zesÌlenÌ g=35 [dB]
# maxim·lnÌ rozsah mÏ¯enÌ adc=2000 [mV]
# count prahy c1=204 [mV], c2=604 [mV]
# ud·lostnÌ prahy es=400 [mV], ee=400 [mV], mrtv· doba dt=992 [us]
# osciloskop trg=400 [mV], pamÏù sm=12000 [slov], pretrigger pt=500 [slov]
# osciloskop perioda pr=500 [ms], timeout to=5000 [ms], vzorkov·nÌ rt=4 [MHz]
# trigger zdroj ts=(TRG_EVENT), master tm=()
# interval count ic=1000 [ms]
#
# hodnota 'cycle': 2021/03/17 12:13:16.159000
13260457137.576759	 341417758	     1441	1670	       25	      151	       41	        3	        3	-	A
13260457137.586691	 341427692	     3282	 526	        0	      221	        0	        0	        0	-	A
13260457137.597540	 341438540	     1267	 862	      161	       96	        3	       16	        2	-	A
13260457137.610731	 341451731	     5419	2000	      855	      631	      118	       74	       11	-	A
13260457137.624805	 341465805	     6290	 620	     4731	      471	        1	      373	        1	-	A
13260457137.639542	 341480543	     1392	 462	      400	       93	        0	       32	        0	-	A
13260457137.643728	 341484728	     2823	2000	      788	      290	       58	       97	       25	-	A
13260457137.651026	 341492025	     2198	 760	      585	      180	        4	       54	        3	-	A
13260457137.668802	 341509804	     2003	 760	     1016	      163	        2	       91	        2	-	A
13260457137.674562	 341515561	     1894	 478	        1	      139	        0	        1	        0	-	A
13260457518.811174	 722652175	     1722	1216	        6	      132	       15	        2	        2	-	A
13260457518.820534	 722661533	     1676	 628	      634	      134	        1	       61	        1	-	A
13260457518.823906	 722664906	     1822	 596	        3	      130	        0	        2	        0	-	A
13260457518.837074	 722678075	     1102	 604	       54	       92	        0	       14	        0	-	A
13260457554.140471	 757981471	     1173	 526	        0	       86	        0	        1	        0	-	A
13260457564.414707	 768255708	     2350	 964	        7	      211	       13	        3	        1	-	A
13260457564.431837	 768272836	     1319	 486	        0	       87	        0	        0	        0	-	A
13260457564.436237	 768277237	     1158	1552	        7	       82	        8	        2	        2	-	A
13260457564.440619	 768281619	     1224	 706	      192	       94	        2	       19	        1	-	A
13260457564.447683	 768288683	     1216	 636	        8	       77	        1	        3	        1	-	A
13260457564.452175	 768293174	     1189	2000	       31	      104	       22	        9	        6	-	A
13260457564.472094	 768313092	     2359	1788	     1209	      218	       37	      114	       24	-	A
13260457564.519169	 768360168	     1380	 470	      388	       90	        0	       30	        0	-	A
13260457621.317118	 825158116	     1202	2000	       28	      107	       23	        7	        6	+	A
13260457621.420319	 825261319	     2162	 784	      979	      165	        4	       79	        4	-	A
13260457621.424305	 825265306	     1613	 768	      563	      119	        1	       41	        1	-	A
13260457621.431416	 825272416	     1544	1608	        7	      130	       14	        3	        3	-	A
13260457686.125559	 889966558	     1248	 556	        6	       81	        0	        1	        0	-	A
13260457686.132269	 889973268	     1114	 658	       66	       74	        1	       10	        1	-	A
13260457686.148493	 889989492	     5162	1012	      520	      343	       19	       49	        8	-	A
13260457686.175180	 890016180	     5418	1122	     4412	      341	        6	      270	        6	-	A
13260457686.356176	 890197176	    10232	1992	     3424	     1079	      135	      322	       24	+	A
13260457686.367937	 890208937	     3959	1624	     2249	      317	       17	      165	       10	-	A
13260457686.373226	 890214226	     1837	1152	      653	      164	        8	       69	        5	-	A
13260457686.378643	 890219643	     5364	2000	     1132	      543	       80	      127	       14	-	A
13260457686.392643	 890233644	     1859	1828	      458	      151	       17	       39	        7	-	A
13260457686.403135	 890244136	     1160	 572	        1	       87	        0	        1	        0	-	A
13260457686.407095	 890248094	     1506	1764	      408	      170	       26	       65	       15	-	A
13260457686.420506	 890261506	     1488	 564	      500	      121	        0	       43	        0	-	A
13260457686.431139	 890272140	     2148	 486	       27	      170	        0	        6	        0	-	A
13260457686.451256	 890292256	     1361	 478	        0	      105	        0	        0	        0	-	A
13260457686.466637	 890307637	     1355	 526	        0	      112	        0	        0	        0	-	A
13260457686.479927	 890320926	     3123	2000	        5	      317	       87	        2	        3	-	A
13260457686.485426	 890326425	     1225	 738	      198	      129	        6	       45	        5	-	A
13260457686.495495	 890336495	     2385	 760	      177	      233	        4	       27	        3	-	A
13260457686.503027	 890344028	     1173	 448	      159	       92	        0	       13	        0	-	A
13260457686.507280	 890348280	     4024	2000	        4	      357	       53	        2	        2	-	A
13260457686.513258	 890354257	     4527	2000	       25	      520	      114	        8	        6	-	A
13260457686.523565	 890364565	     1742	 470	      763	      129	        0	       60	        0	-	A
13260457686.529861	 890370861	     2804	1036	      697	      265	       10	       69	        4	-	A
13260457686.535145	 890376145	     1504	 454	      172	      115	        0	       15	        0	-	A
13260457686.544767	 890385768	     2921	2000	        3	      327	       57	        2	        2	-	A
13260457686.550737	 890391737	     1736	 644	      737	      143	        2	       61	        1	-	A
13260457686.555115	 890396115	     2542	2000	      829	      293	       57	       97	       14	-	A
13260457686.558979	 890399980	     1333	 556	       27	      105	        0	        6	        0	-	A
13260457686.561518	 890402519	    21867	2000	       36	     4049	     1639	        6	        4	-	A
13260457686.614042	 890455042	     7345	1984	     4039	      714	       48	      418	       38	-	A
13260457686.626820	 890467819	     3319	2000	     1022	      292	       35	       91	        5	-	A
13260457686.635010	 890476009	     1832	 448	      540	      141	        0	       42	        0	-	A
13260457686.638271	 890479270	    23387	2000	     3379	     2148	      201	      289	       15	-	A
13260457686.669006	 890510007	     1499	 832	      440	      127	        5	       39	        4	-	A
13260457686.671833	 890512834	     6304	2000	      149	      717	      170	       33	       10	-	A
13260457686.685297	 890526298	     1306	 808	      308	      117	        4	       33	        2	-	A
13260457686.687990	 890528991	     8163	2000	      672	      683	       20	       58	        3	-	A
13260457686.697895	 890538894	     3303	1224	        3	      278	       11	        2	        2	-	A
13260457686.710592	 890551592	     1435	 612	      447	      128	        1	       53	        1	-	A
13260457686.724052	 890565053	     2853	2000	     1772	      240	       14	      143	        7	-	A
13260457686.740679	 890581679	     1461	 862	       21	      129	        8	        7	        3	-	A
13260457686.769619	 890610620	     2375	1146	      435	      191	       25	       36	        8	-	A
13260457686.788788	 890629788	     2727	 478	     1434	      215	        0	      115	        0	-	A
13260457686.845964	 890686965	     3263	 572	     2275	      254	        0	      179	        0	-	A
13260457686.866224	 890707224	     1659	 470	      658	      132	        0	       55	        0	-	A
13260457686.886230	 890727231	     1511	1356	      277	      154	       19	       45	       13	-	A
13260457686.901800	 890742800	     1428	 408	        0	      109	        0	        0	        0	-	A
13260457686.904575	 890745574	     1438	 448	       14	      109	        0	        1	        0	-	A
13260457686.917721	 890758721	     1747	 486	       14	      134	        0	        2	        0	-	A
13260457686.921087	 890762087	     1501	 478	        0	      118	        0	        0	        0	-	A
13260457686.927805	 890768805	     2415	 432	      907	      183	        0	       69	        0	-	A
13260457686.977854	 890818855	     9214	 440	     4550	      701	        0	      347	        0	-	A
13260457687.053934	 890894935	     3262	 416	     1933	      248	        0	      147	        0	-	A
13260457687.068031	 890909030	     1504	 424	      132	      114	        0	       10	        0	-	A
13260457687.071039	 890912040	     2302	 424	        0	      176	        0	        0	        0	-	A
13260457687.077862	 890918863	     8630	 448	     2748	      656	        0	      209	        0	-	A
13260457687.088381	 890929380	     1377	 416	        0	      105	        0	        0	        0	-	A
13260457687.090837	 890931839	     1767	 440	        0	      134	        0	        0	        0	-	A
13260457687.093691	 890934691	     3026	 440	        0	      230	        0	        0	        0	-	A
13260457687.097740	 890938741	     4961	 432	     3984	      377	        0	      303	        0	-	A
13260457687.111950	 890952951	     1374	 416	      395	      105	        0	       31	        0	-	A
13260457687.118946	 890959945	     4028	 572	     1091	      312	        0	       84	        0	-	A
13260457687.124573	 890965572	     1905	 408	        0	      144	        0	        0	        0	-	A
13260457687.134802	 890975801	     1293	 454	      303	       99	        0	       24	        0	-	A
13260457687.149328	 890990328	     2414	2000	        9	      233	       40	        2	        3	-	A
13260457687.155127	 890996126	     1768	 550	      618	      144	        0	       47	        0	-	A
13260457687.158110	 890999110	     4192	 996	      363	      327	        2	       30	        1	-	A
13260457687.164604	 891005605	     1601	 408	        0	      121	        0	        0	        0	-	A
13260457687.169022	 891010022	     1184	 934	       53	      104	        2	       12	        2	-	A
13260457687.171837	 891012836	     1250	 416	        0	       95	        0	        0	        0	-	A
13260457687.188137	 891029138	     1477	 408	        0	      112	        0	        0	        0	-	A
13260457687.203926	 891044927	     1367	 424	      355	      104	        0	       28	        0	-	A
13260457687.209856	 891050856	     1599	2000	        8	      185	       53	        3	        3	-	A
13260457687.220743	 891061742	     1113	 416	      132	       85	        0	       11	        0	-	A
13260457687.226778	 891067777	     1703	 424	        0	      129	        0	        0	        0	-	A
13260457687.230404	 891071404	     1546	 644	        0	      118	        1	        0	        0	-	A
13260457687.243132	 891084131	     1252	 416	        0	       96	        0	        0	        0	-	A
13260457687.250591	 891091590	     1425	2000	       16	      174	       43	        5	        4	-	A
13260457687.285057	 891126058	     1744	 440	        0	      132	        0	        0	        0	-	A
13260457687.292036	 891133036	     1515	 416	      264	      116	        0	       21	        0	-	A
13260457687.294954	 891135955	     1684	 408	        0	      128	        0	        0	        0	-	A
13260457687.301737	 891142738	     2629	 432	      132	      200	        0	       11	        0	-	A
13260457687.318815	 891159816	     1839	 408	        0	      140	        0	        0	        0	-	A
13260457687.331764	 891172765	     1242	 424	      132	       95	        0	       11	        0	-	A
13260457687.348198	 891189199	     2681	 768	      487	      241	        3	       54	        2	-	A
13260457687.359005	 891200005	     1314	 628	       53	      108	        1	        6	        1	+	A
13260457687.389914	 891230913	     2871	 486	        0	      226	        0	        0	        0	-	A
13260457687.408016	 891249016	     2672	 424	      881	      204	        0	       68	        0	-	A
13260457687.418310	 891259310	     1930	 416	      263	      146	        0	       20	        0	-	A
13260457687.424303	 891265304	     3280	 432	        0	      249	        0	        0	        0	-	A
13260457687.431549	 891272549	     1252	 408	        0	       95	        0	        0	        0	-	A
13260457687.434677	 891275677	     1963	 416	      447	      150	        0	       35	        0	-	A
13260457687.438017	 891279017	     2016	 416	        0	      153	        0	        0	        0	-	A
13260457687.450689	 891291690	     1246	 424	      132	       94	        0	       10	        0	-	A
13260457687.453411	 891294411	    18157	 612	    16447	     1399	        1	     1265	        1	-	A
13260457687.474722	 891315722	     2766	 416	        0	      211	        0	        0	        0	-	A
13260457687.487881	 891328882	     1430	 416	      447	      108	        0	       34	        0	-	A
13260457687.494812	 891335811	     6422	 424	      263	      489	        0	       21	        0	-	A
13260457687.503962	 891344961	     3672	 416	        0	      280	        0	        0	        0	-	A
13260457687.549950	 891390949	     1110	 408	        0	       85	        0	        0	        0	-	A
13260457687.554995	 891395996	     9806	 432	     6982	      745	        0	      531	        0	-	A
13260457687.567644	 891408643	     2407	 416	        0	      184	        0	        0	        0	-	A
13260457687.571943	 891412942	     1516	 440	      264	      116	        0	       21	        0	-	A
13260457687.574797	 891415796	     2407	 424	     1026	      184	        0	       79	        0	-	A
13260457687.588018	 891429020	     2253	 416	     1262	      171	        0	       96	        0	-	A
13260457687.594067	 891435068	    16366	 440	     7113	     1244	        0	      541	        0	-	A
13260457687.611801	 891452802	     1847	 416	        0	      141	        0	        0	        0	-	A
13260457687.615944	 891456944	     1242	 424	        0	       95	        0	        0	        0	-	A
13260457687.618759	 891459759	     2093	 408	        0	      160	        0	        0	        0	-	A
13260457687.622030	 891463031	     1715	 424	      132	      131	        0	       11	        0	-	A
13260457687.631865	 891472864	     1242	 424	      264	       95	        0	       21	        0	-	A
13260457687.638687	 891479688	     1538	 424	      552	      118	        0	       43	        0	-	A
13260457687.641697	 891482698	     1120	 408	        0	       85	        0	        0	        0	-	A
13260457687.843367	 891684366	     1117	 416	        0	       86	        0	        1	        0	-	A
13260457687.849915	 891690913	     1674	 682	        0	      132	        1	        0	        0	-	A
13260457687.895494	 891736494	     1775	 408	        0	      136	        0	        0	        0	-	A
13260457687.898569	 891739569	     8795	 432	     3669	      669	        0	      280	        0	-	A
13260457687.991531	 891832531	     1770	 424	        0	      134	        0	        0	        0	-	A
13260457688.039175	 891880175	     1136	 722	      119	       95	        1	       10	        1	-	A
13260457688.041357	 891882356	     1385	 416	        0	      106	        0	        0	        0	-	A
13260457688.062338	 891903338	     1380	 408	        0	      106	        0	        0	        0	-	A
13260457688.082136	 891923136	     1117	 416	        0	       86	        0	        0	        0	-	A
13260457688.103119	 891944118	     1256	 408	        0	       96	        0	        0	        0	-	A
13260457688.113609	 891954609	     1245	 408	        0	       95	        0	        0	        0	-	A
13260457688.123180	 891964180	     1242	 416	        0	       95	        0	        0	        0	-	A
13260457688.726217	 892567218	     1889	 424	        0	      143	        0	        0	        0	-	A
13260457688.730610	 892571609	     1642	 416	        0	      125	        0	        0	        0	-	A
13260457688.735762	 892576762	     2921	 416	      684	      223	        0	       53	        0	-	A
13260457688.749039	 892590039	     1580	 416	        0	      121	        0	        0	        0	-	A
13260457689.214518	 893055518	   116637	 448	       -1	     8872	        0	      521	        0	-	A
13260457689.334015	 893175014	     1124	 416	      132	       85	        0	       10	        0	-	A
13260457689.349091	 893190091	     2029	 416	      368	      155	        0	       29	        0	-	A
13260457689.356176	 893197176	     8064	 448	     5601	      614	        0	      427	        0	-	A
13260457689.365667	 893206668	     5516	 416	      513	      420	        0	       40	        0	-	A
13260457689.373449	 893214450	     1446	 408	        0	      111	        0	        0	        0	-	A
13260457689.376040	 893217040	     1880	 416	        0	      144	        0	        0	        0	-	A
13260457689.388739	 893229740	     1885	 408	        0	      144	        0	        0	        0	-	A
13260457689.394300	 893235300	     1252	 408	        0	       96	        0	        0	        0	-	A
13260457689.396759	 893237759	     1386	 408	        0	      106	        0	        0	        0	-	A
13260457689.399717	 893240717	     8444	 424	     5206	      643	        0	      397	        0	-	A
13260457689.426008	 893267008	     1640	 408	        0	      125	        0	        0	        0	-	A
13260457689.446003	 893287004	     1117	 408	        0	       86	        0	        0	        0	-	A
13260457689.464130	 893305132	     1245	 408	        0	       95	        0	        0	        0	-	A
13260457689.482233	 893323234	     1159	 408	        0	       89	        0	        0	        0	-	A
13260457689.525642	 893366643	     1927	 416	      947	      147	        0	       73	        0	-	A
13260457689.541340	 893382340	     1382	 424	        0	      106	        0	        0	        0	-	A
13260457689.563374	 893404372	     1381	 416	        0	      106	        0	        0	        0	-	A
13260457689.584354	 893425354	     1248	 416	        0	       95	        0	        0	        0	-	A
13260457689.603010	 893444009	     1249	 416	        0	       96	        0	        0	        0	-	A
13260457689.605835	 893446835	     1255	 408	        0	       96	        0	        0	        0	-	A
13260457689.621798	 893462797	     1359	 408	        0	      104	        0	        0	        0	-	A
13260457689.642778	 893483777	     1642	 408	        0	      125	        0	        0	        0	-	A
13260457689.645761	 893486761	     1490	 416	        0	      114	        0	        0	        0	-	A
13260457689.660906	 893501905	     1241	 416	        0	       95	        0	        0	        0	-	A
13260457689.664413	 893505415	     1636	 416	        0	      125	        0	        0	        0	-	A
13260457689.669462	 893510463	     1387	 408	        0	      106	        0	        0	        0	-	A
13260457689.782534	 893623534	     1245	 416	      263	       95	        0	       21	        0	-	A
13260457702.152330	 905993331	     1118	 408	        0	       86	        0	        0	        0	-	A
13260457702.155945	 905996945	   378475	 612	       -1	    46665	        6	    13971	        1	-	A
13260457702.538294	 906379295	     1637	 416	        0	      124	        0	        0	        0	-	A
13260457703.195202	 907036202	     1521	 894	        7	      120	        2	        2	        2	+	A
13260457704.323772	 908164773	     3662	 432	     1236	      279	        0	       95	        0	-	A
13260457704.340412	 908181411	     1520	 408	        0	      115	        0	        0	        0	-	A
13260457704.357943	 908198942	     1253	 478	        0	       96	        0	        0	        0	-	A
13260457704.363316	 908204316	    13575	 690	    12551	     1091	        2	     1005	        2	-	A
13260457704.400770	 908241770	     7849	2000	      473	      728	       68	       40	        2	-	A
13260457704.411377	 908252376	     1228	 588	      237	       98	        0	       22	        0	-	A
13260457704.414646	 908255647	     3108	 644	        1	      242	        2	        1	        1	-	A
13260457704.419798	 908260799	    11860	2000	     9484	      960	       24	      760	       10	+	A
13260457704.476294	 908317295	     1205	 424	      211	       92	        0	       17	        0	-	A
13260457704.486586	 908327585	    10195	 502	     2024	      778	        0	      154	        0	-	A
13260457704.502226	 908343226	     2573	 440	      145	      200	        0	       14	        0	-	A
13260457704.527180	 908368179	     1601	 448	      355	      123	        0	       28	        0	-	A
13260457704.533447	 908374447	   288593	2000	       -1	    58581	    19187	       91	        5	-	A
13260457704.990429	 908831428	     1109	 666	       34	       95	        2	        9	        2	+	A
13260457705.839260	 909680259	    26766	2000	       93	     4812	     2327	       14	       13	+	A
13260457706.363018	 910204018	     5922	2000	       20	      946	      494	        5	        5	-	A
13260457706.769329	 910610330	     8061	2000	       20	      679	      123	        3	        2	-	A
13260457709.436939	 913277939	     1385	 478	        0	      116	        0	        0	        0	+	A
