ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2020-04-30 09:24:23 094m





Relative time;HS4-50(17297).Kladivko;HS4-50(17297).Snimac1;HS4-50(17297).Snimac2
s;V;V;V
0.21165568;0;0.00035;0.0073
0.2116608;0.0001;0.00026;0.0076
0.21166592;0;0.00021;0.0076
0.21167104;0;0.00024;0.0071
0.21167616;0;0.0002;0.0068
0.21168128;2.5E-5;0.00023;0.0073
0.2116864;2.5E-5;0.00023;0.0068
0.21169152;2.5E-5;0.00027;0.0083
0.21169664;2.5E-5;0.00027;0.0076
0.21170176;5.1E-5;0.00024;0.0081
0.21170688;0.00013;0.00021;0.0076
0.211712;7.6E-5;0.00017;0.0086
0.21171712;2.5E-5;0.00023;0.0078
0.21172224;5.1E-5;0.00024;0.0081
0.21172736;0;0.00023;0.0076
0.21173248;5.1E-5;0.00023;0.0078
0.2117376;7.6E-5;0.00023;0.0071
0.21174272;0;0.0003;0.0076
0.21174784;0;0.00029;0.0078
0.21175296;-7.6E-5;0.00024;0.0078
0.21175808;0;0.00016;0.0081
0.2117632;-2.5E-5;0.00014;0.0081
0.21176832;-5.1E-5;0.00013;0.0081
0.21177344;2.5E-5;0.00017;0.0083
0.21177856;2.5E-5;0.00023;0.0078
0.21178368;-2.5E-5;0.00014;0.0083
0.2117888;0;6.3E-5;0.0083
0.21179392;5.1E-5;1.3E-5;0.0078
0.21179904;-2.5E-5;5.7E-5;0.0083
0.21180416;2.5E-5;0.00014;0.0081
0.21180928;-5.1E-5;0.00021;0.0081
0.2118144;-2.5E-5;0.00027;0.0073
0.21181952;0.0001;0.00031;0.0076
0.21182464;-2.5E-5;0.0003;0.0076
0.21182976;5.1E-5;0.00029;0.0083
0.21183488;5.1E-5;0.0002;0.0083
0.21184;0.00015;0.00033;0.0083
0.21184512;0;0.00029;0.0081
0.21185024;0;0.00023;0.0086
0.21185536;0.00013;0.00023;0.0073
0.21186048;0;0.00021;0.0088
0.2118656;-7.6E-5;0.00016;0.0086
0.21187072;2.5E-5;0.00019;0.0081
0.21187584;-5.1E-5;0.00022;0.0083
0.21188096;-7.6E-5;0.00023;0.0088
0.21188608;2.5E-5;0.00025;0.0076
0.2118912;0;0.00026;0.0083
0.21189632;-5.1E-5;0.0003;0.0081
0.21190144;-5.1E-5;0.00029;0.0078
0.21190656;0;0.00029;0.0076
0.21191168;-2.5E-5;0.0003;0.0078
0.2119168;-2.5E-5;0.00028;0.0073
0.21192192;2.5E-5;0.00028;0.0076
0.21192704;-5.1E-5;0.00029;0.0073
0.21193216;-2.5E-5;0.00025;0.0086
0.21193728;-7.6E-5;0.00023;0.0068
0.2119424;-7.6E-5;0.0002;0.0078
0.21194752;-5.1E-5;0.00023;0.0081
0.21195264;-7.6E-5;0.00029;0.0076
0.21195776;2.5E-5;0.00033;0.0076
0.21196288;5.1E-5;0.00031;0.0071
0.211968;5.1E-5;0.00032;0.0076
0.21197312;7.6E-5;0.0003;0.0078
0.21197824;2.5E-5;0.00024;0.0081
0.21198336;-7.6E-5;0.00021;0.0083
0.21198848;0;0.00019;0.0083
0.2119936;0;0.00022;0.0076
0.21199872;0.00015;0.00026;0.0078
0.21200384;2.5E-5;0.00032;0.0078
0.21200896;5.1E-5;0.00024;0.0081
0.21201408;7.6E-5;0.00018;0.0081
0.2120192;5.1E-5;0.00018;0.0071
0.21202432;7.6E-5;0.00017;0.0076
0.21202944;5.1E-5;0.00025;0.0071
0.21203456;7.6E-5;0.00024;0.0078
0.21203968;5.1E-5;0.00026;0.0078
0.2120448;0.0001;0.0003;0.0081
0.21204992;7.6E-5;0.00039;0.0083
0.21205504;5.1E-5;0.00038;0.0078
0.21206016;5.1E-5;0.00035;0.0081
0.21206528;7.6E-5;0.00028;0.0081
0.2120704;2.5E-5;0.00025;0.0081
0.21207552;-2.5E-5;0.00021;0.0081
0.21208064;5.1E-5;0.00019;0.0081
0.21208576;-2.5E-5;0.00027;0.0073
0.21209088;-2.5E-5;0.00028;0.0071
0.212096;-0.0001;0.00023;0.0073
0.21210112;-0.00013;0.0003;0.0078
0.21210624;-0.00013;0.00036;0.0076
0.21211136;-7.6E-5;0.0004;0.0081
0.21211648;-2.5E-5;0.0004;0.0081
0.2121216;-2.5E-5;0.00026;0.0078
0.21212672;5.1E-5;0.00019;0.0076
0.21213184;-2.5E-5;0.00019;0.0081
0.21213696;-2.5E-5;0.00018;0.0076
0.21214208;-5.1E-5;0.00021;0.0078
0.2121472;-5.1E-5;0.00022;0.0076
0.21215232;5.1E-5;0.00024;0.0071
0.21215744;7.6E-5;0.00025;0.0071
0.21216256;5.1E-5;0.00034;0.0073
0.21216768;2.5E-5;0.00036;0.0073
0.2121728;7.6E-5;0.00031;0.0078
0.21217792;0;0.0003;0.0088
0.21218304;7.6E-5;0.00022;0.0076
0.21218816;-2.5E-5;0.00019;0.0083
0.21219328;2.5E-5;0.00023;0.0081
0.2121984;2.5E-5;0.00026;0.0078
0.21220352;0;0.0003;0.0076
0.21220864;2.5E-5;0.00027;0.0078
0.21221376;-5.1E-5;0.00028;0.0083
0.21221888;-2.5E-5;0.00019;0.0068
0.212224;5.1E-5;0.00028;0.0078
0.21222912;-5.1E-5;0.00028;0.0078
0.21223424;-0.0001;0.00022;0.0086
0.21223936;-5.1E-5;0.00024;0.0081
0.21224448;0;0.0002;0.0076
0.2122496;2.5E-5;0.00026;0.0078
0.21225472;2.5E-5;0.00033;0.0078
0.21225984;-5.1E-5;0.00036;0.0076
0.21226496;-5.1E-5;0.00028;0.0076
0.21227008;-2.5E-5;0.00028;0.0073
0.2122752;0;0.00026;0.0076
0.21228032;-0.00013;0.00026;0.0076
0.21228544;-5.1E-5;0.00019;0.0076
0.21229056;-0.0001;0.00015;0.0076
0.21229568;-2.5E-5;0.00022;0.0078
0.2123008;-2.5E-5;0.00023;0.0073
0.21230592;0;0.00022;0.0073
0.21231104;-2.5E-5;0.00028;0.0081
0.21231616;-2.5E-5;0.00033;0.0073
0.21232128;0;0.00031;0.0068
0.2123264;-2.5E-5;0.00032;0.0083
0.21233152;5.1E-5;0.0003;0.0076
0.21233664;0;0.0002;0.0081
0.21234176;5.1E-5;0.00014;0.0086
0.21234688;0;0.00012;0.0081
0.212352;0;0.00013;0.0086
0.21235712;0;0.00015;0.0088
0.21236224;5.1E-5;0.00021;0.0081
0.21236736;0;0.0003;0.0076
0.21237248;2.5E-5;0.00035;0.0073
0.2123776;-7.6E-5;0.00023;0.0071
0.21238272;0;0.00017;0.0071
0.21238784;0;0.00018;0.0073
0.21239296;0.0001;0.00025;0.0076
0.21239808;0.00013;0.00034;0.0073
0.2124032;0;0.00046;0.0071
0.21240832;2.5E-5;0.00029;0.0078
0.21241344;-7.6E-5;0.00021;0.0071
0.21241856;0;0.0002;0.0076
0.21242368;0;0.0002;0.0076
0.2124288;-2.5E-5;0.00037;0.0073
0.21243392;-5.1E-5;0.00034;0.0081
0.21243904;-2.5E-5;0.00036;0.0081
0.21244416;2.5E-5;0.00037;0.0076
0.21244928;2.5E-5;0.00039;0.0078
0.2124544;5.1E-5;0.00032;0.0073
0.21245952;0.0001;0.00031;0.0076
0.21246464;0.0001;0.00026;0.0081
0.21246976;5.1E-5;0.00023;0.0076
0.21247488;7.6E-5;0.00024;0.0088
0.21248;2.5E-5;0.00022;0.0083
0.21248512;2.5E-5;0.00018;0.0078
0.21249024;-2.5E-5;0.00018;0.0081
0.21249536;-2.5E-5;0.00022;0.0083
0.21250048;5.1E-5;0.00026;0.0083
0.2125056;5.1E-5;0.00026;0.0073
0.21251072;2.5E-5;0.00031;0.0076
0.21251584;7.6E-5;0.00032;0.0073
0.21252096;5.1E-5;0.00031;0.0073
0.21252608;2.5E-5;0.00024;0.0078
0.2125312;0;0.00023;0.0078
0.21253632;0;0.00019;0.0078
0.21254144;0;0.0003;0.0083
0.21254656;-2.5E-5;0.00033;0.0086
0.21255168;-5.1E-5;0.00026;0.0076
0.2125568;-2.5E-5;0.00021;0.0081
0.21256192;0;0.00021;0.0078
0.21256704;5.1E-5;0.00019;0.0078
0.21257216;0;0.00016;0.0081
0.21257728;0;0.00013;0.0068
0.2125824;-0.0001;0.00013;0.0078
0.21258752;-7.6E-5;0.00016;0.0076
0.21259264;-5.1E-5;0.00017;0.0081
0.21259776;-2.5E-5;0.00018;0.0076
0.21260288;-5.1E-5;0.0002;0.0076
0.212608;-7.6E-5;0.00017;0.0073
0.21261312;-2.5E-5;0.00017;0.0073
0.21261824;0.0001;0.0002;0.0083
0.21262336;2.5E-5;0.00016;0.0076
0.21262848;-2.5E-5;0.00019;0.0086
0.2126336;2.5E-5;0.00018;0.0081
0.21263872;2.5E-5;0.00018;0.0081
0.21264384;2.5E-5;0.00021;0.0078
0.21264896;2.5E-5;0.00024;0.0073
0.21265408;5.1E-5;0.00018;0.0081
0.2126592;7.6E-5;0.00019;0.0083
0.21266432;2.5E-5;0.00019;0.0083
0.21266944;2.5E-5;0.00014;0.0076
0.21267456;-5.1E-5;0.00014;0.0078
0.21267968;-2.5E-5;0.00018;0.0083
0.2126848;5.1E-5;0.00029;0.0081
0.21268992;2.5E-5;0.00028;0.0076
0.21269504;-2.5E-5;0.00028;0.0073
0.21270016;2.5E-5;0.00023;0.0076
0.21270528;2.5E-5;0.00019;0.0076
0.2127104;0;0.00019;0.0073
0.21271552;-7.6E-5;0.00024;0.0076
0.21272064;-0.0001;0.00028;0.0081
0.21272576;-2.5E-5;0.00018;0.0078
0.21273088;2.5E-5;0.00012;0.0076
0.212736;2.5E-5;0.00011;0.0078
0.21274112;7.6E-5;9.4E-5;0.0073
0.21274624;0;0.00013;0.0078
0.21275136;0.0001;0.00017;0.0078
0.21275648;7.6E-5;0.00016;0.0073
0.2127616;2.5E-5;0.00023;0.0073
0.21276672;2.5E-5;0.00018;0.0073
0.21277184;0;0.00022;0.0076
0.21277696;7.6E-5;0.00031;0.0073
0.21278208;0;0.0002;0.0076
0.2127872;5.1E-5;0.00018;0.0081
0.21279232;0;0.00014;0.0081
0.21279744;-7.6E-5;0.00017;0.0076
0.21280256;-2.5E-5;0.00014;0.0068
0.21280768;2.5E-5;0.00014;0.0083
0.2128128;5.1E-5;0.00012;0.0086
0.21281792;2.5E-5;0.00014;0.0088
0.21282304;7.6E-5;0.00019;0.0076
0.21282816;0;0.00016;0.0081
0.21283328;0.00013;0.00019;0.0076
0.2128384;2.5E-5;0.00023;0.0078
0.21284352;2.5E-5;0.00026;0.0078
0.21284864;-5.1E-5;0.00026;0.0078
0.21285376;-2.5E-5;0.00023;0.0086
0.21285888;-5.1E-5;0.00021;0.0086
0.212864;-0.00013;0.00016;0.0078
0.21286912;-7.6E-5;0.00014;0.0073
0.21287424;-5.1E-5;0.00016;0.0081
0.21287936;2.5E-5;0.00015;0.0083
0.21288448;5.1E-5;0.00013;0.0081
0.2128896;0;0.00017;0.0076
0.21289472;0.0001;0.00019;0.0076
0.21289984;-5.1E-5;0.00018;0.0083
0.21290496;-0.0001;0.00017;0.0078
0.21291008;-5.1E-5;0.0001;0.0073
0.2129152;0;5.7E-5;0.0073
0.21292032;-2.5E-5;8.8E-5;0.0076
0.21292544;0;8.2E-5;0.0086
0.21293056;0;0.00011;0.0083
0.21293568;-7.6E-5;0.00013;0.0078
0.2129408;-5.1E-5;0.00016;0.0081
0.21294592;0;8.8E-5;0.0083
0.21295104;-2.5E-5;0.00011;0.0076
0.21295616;-2.5E-5;0.00016;0.0076
0.21296128;7.6E-5;0.00016;0.0078
0.2129664;0;0.00016;0.0076
0.21297152;-2.5E-5;0.00013;0.0076
0.21297664;-5.1E-5;1.9E-5;0.0076
0.21298176;0.0001;2.5E-5;0.0081
0.21298688;0.0001;4.4E-5;0.0081
0.212992;7.6E-5;0.00013;0.0083
0.21299712;0;0.00021;0.0083
0.21300224;0;0.00017;0.0076
0.21300736;2.5E-5;0.00016;0.0081
0.21301248;0.0001;0.00025;0.0081
0.2130176;7.6E-5;0.00026;0.0076
0.21302272;7.6E-5;0.00019;0.0068
0.21302784;0;0.00016;0.0073
0.21303296;2.5E-5;0.00014;0.0068
0.21303808;0.00013;0.00013;0.0076
0.2130432;-2.5E-5;9.4E-5;0.0081
0.21304832;5.1E-5;0.00011;0.0076
0.21305344;-2.5E-5;8.2E-5;0.0081
0.21305856;2.5E-5;6.3E-5;0.0071
0.21306368;2.5E-5;6.9E-5;0.0073
0.2130688;0;9.4E-5;0.0076
0.21307392;0.00013;6.3E-5;0.0081
0.21307904;7.6E-5;5E-5;0.0076
0.21308416;5.1E-5;0.00011;0.0078
0.21308928;-5.1E-5;8.8E-5;0.0078
0.2130944;5.1E-5;0.00012;0.0076
0.21309952;2.5E-5;0.00014;0.0078
0.21310464;2.5E-5;7.5E-5;0.0078
0.21310976;5.1E-5;0.0002;0.0071
0.21311488;-2.5E-5;0.00023;0.0081
0.21312;2.5E-5;0.0003;0.0088
0.21312512;-7.6E-5;0.00021;0.0078
0.21313024;0.0001;0.00016;0.0078
0.21313536;-2.5E-5;0.0001;0.0076
0.21314048;0;0.00014;0.0078
0.2131456;7.6E-5;0.00021;0.0081
0.21315072;7.6E-5;0.00019;0.0073
0.21315584;2.5E-5;0.00013;0.0076
0.21316096;5.1E-5;0.0001;0.0076
0.21316608;-2.5E-5;3.1E-5;0.0073
0.2131712;-2.5E-5;1.9E-5;0.0076
0.21317632;-5.1E-5;2.5E-5;0.0063
0.21318144;-2.5E-5;0.00011;0.0076
0.21318656;0;0.00015;0.0076
0.21319168;5.1E-5;0.00016;0.0076
0.2131968;-7.6E-5;0.00017;0.0071
0.21320192;0;0.00017;0.0073
0.21320704;-2.5E-5;0.0001;0.0073
0.21321216;-2.5E-5;5.7E-5;0.0083
0.21321728;0;6.9E-5;0.0081
0.2132224;0.0001;0.00013;0.0068
0.21322752;7.6E-5;0.00023;0.0076
0.21323264;5.1E-5;0.00018;0.0078
0.21323776;7.6E-5;0.00013;0.0076
0.21324288;7.6E-5;0.00013;0.0081
0.213248;2.5E-5;0.00011;0.0073
0.21325312;-2.5E-5;0.0001;0.0076
0.21325824;-2.5E-5;3.8E-5;0.0078
0.21326336;2.5E-5;3.1E-5;0.0076
0.21326848;7.6E-5;0.00011;0.0073
0.2132736;2.5E-5;0.00011;0.0071
0.21327872;5.1E-5;0.00013;0.0071
0.21328384;5.1E-5;0.00014;0.0068
0.21328896;0.00013;0.00019;0.0073
0.21329408;5.1E-5;0.00014;0.0071
0.2132992;0.00013;0.00011;0.0076
0.21330432;0;0;0.0073
0.21330944;0;-6.3E-6;0.0071
0.21331456;7.6E-5;3.8E-5;0.0071
0.21331968;5.1E-5;8.2E-5;0.0076
0.2133248;2.5E-5;5.7E-5;0.0073
0.21332992;2.5E-5;8.8E-5;0.0078
0.21333504;0.0001;9.4E-5;0.0076
0.21334016;-2.5E-5;0.00011;0.0071
0.21334528;5.1E-5;0.00013;0.0078
0.2133504;0;3.1E-5;0.0076
0.21335552;2.5E-5;-3.8E-5;0.0076
0.21336064;-2.5E-5;0;0.0078
0.21336576;7.6E-5;6.3E-6;0.0071
0.21337088;7.6E-5;2.5E-5;0.0073
0.213376;5.1E-5;0.00011;0.0081
0.21338112;7.6E-5;0.0001;0.0078
0.21338624;7.6E-5;0.00014;0.0073
0.21339136;-2.5E-5;0.00019;0.0078
0.21339648;5.1E-5;0.0002;0.0081
0.2134016;7.6E-5;0.00014;0.0078
0.21340672;5.1E-5;0.00014;0.0071
0.21341184;5.1E-5;7.5E-5;0.0073
0.21341696;5.1E-5;8.8E-5;0.0073
0.21342208;7.6E-5;0.00012;0.0076
0.2134272;2.5E-5;6.9E-5;0.0073
0.21343232;7.6E-5;6.3E-5;0.0078
0.21343744;0.00015;0.00016;0.0068
0.21344256;-7.6E-5;0.00024;0.0071
0.21344768;5.1E-5;0.00016;0.0068
0.2134528;2.5E-5;6.3E-5;0.0076
0.21345792;-2.5E-5;2.5E-5;0.0071
0.21346304;0;5.7E-5;0.0073
0.21346816;-2.5E-5;7.5E-5;0.0073
0.21347328;7.6E-5;5.7E-5;0.0086
0.2134784;2.5E-5;1.3E-5;0.0078
0.21348352;0.00018;2.5E-5;0.0076
0.21348864;0.0001;8.8E-5;0.0081
0.21349376;7.6E-5;0.00014;0.0078
0.21349888;-2.5E-5;8.8E-5;0.0071
0.213504;0.00013;7.5E-5;0.0081
0.21350912;0;5.7E-5;0.0071
0.21351424;0;3.1E-5;0.0076
0.21351936;0;3.1E-5;0.0078
0.21352448;7.6E-5;8.8E-5;0.0078
0.2135296;2.5E-5;5.7E-5;0.0078
0.21353472;-7.6E-5;8.8E-5;0.0071
0.21353984;-5.1E-5;0.00014;0.0068
0.21354496;-5.1E-5;0.00019;0.0076
0.21355008;2.5E-5;0.00014;0.0071
0.2135552;-2.5E-5;5E-5;0.0071
0.21356032;5.1E-5;1.3E-5;0.0081
0.21356544;-2.5E-5;-1.3E-5;0.0091
0.21357056;0;5E-5;0.0086
0.21357568;0;0.0001;0.0076
0.2135808;5.1E-5;6.9E-5;0.0073
0.21358592;-5.1E-5;5.7E-5;0.0078
0.21359104;2.5E-5;5E-5;0.0081
0.21359616;-2.5E-5;3.8E-5;0.0088
0.21360128;0;1.9E-5;0.0076
0.2136064;5.1E-5;6.3E-5;0.0083
0.21361152;0;7.5E-5;0.0083
0.21361664;0;5.7E-5;0.0081
0.21362176;-5.1E-5;7.5E-5;0.0083
0.21362688;-7.6E-5;1.3E-5;0.0078
0.213632;2.5E-5;-5.7E-5;0.0073
0.21363712;5.1E-5;-3.1E-5;0.0078
0.21364224;-2.5E-5;-1.9E-5;0.0086
0.21364736;0;0;0.0083
0.21365248;2.5E-5;-6.3E-6;0.0086
0.2136576;-2.5E-5;3.8E-5;0.0078
0.21366272;2.5E-5;5.7E-5;0.0083
0.21366784;-5.1E-5;8.2E-5;0.0078
0.21367296;0;8.8E-5;0.0086
0.21367808;2.5E-5;7.5E-5;0.0076
0.2136832;5.1E-5;2.5E-5;0.0081
0.21368832;0;6.3E-6;0.0078
0.21369344;0;3.1E-5;0.0083
0.21369856;0;4.4E-5;0.0076
0.21370368;2.5E-5;6.3E-6;0.0078
0.2137088;-2.5E-5;4.4E-5;0.0081
0.21371392;5.1E-5;3.8E-5;0.0081
0.21371904;5.1E-5;1.9E-5;0.0078
0.21372416;0;-2.5E-5;0.0078
0.21372928;0;1.3E-5;0.0081
0.2137344;2.5E-5;6.9E-5;0.0078
0.21373952;7.6E-5;-2.5E-5;0.0078
0.21374464;5.1E-5;-5E-5;0.0081
0.21374976;0.0001;-9.4E-5;0.0083
0.21375488;2.5E-5;-8.2E-5;0.0081
0.21376;0;-3.8E-5;0.0076
0.21376512;-2.5E-5;-5.7E-5;0.0081
0.21377024;7.6E-5;-2.5E-5;0.0073
0.21377536;0;1.9E-5;0.0071
0.21378048;5.1E-5;-2.5E-5;0.0073
0.2137856;5.1E-5;-6.3E-5;0.0076
0.21379072;5.1E-5;-1.3E-5;0.0083
0.21379584;2.5E-5;8.2E-5;0.0086
0.21380096;2.5E-5;4.4E-5;0.0068
0.21380608;2.5E-5;6.9E-5;0.0073
0.2138112;0;0.00016;0.0081
0.21381632;0.0001;0.00014;0.0071
0.21382144;-2.5E-5;0;0.0081
0.21382656;0.00013;-2.5E-5;0.0086
0.21383168;5.1E-5;2.5E-5;0.0081
0.2138368;0.0001;2.5E-5;0.0078
0.21384192;2.5E-5;4.4E-5;0.0088
0.21384704;-2.5E-5;-1.3E-5;0.0076
0.21385216;-5.1E-5;-3.1E-5;0.0076
0.21385728;-2.5E-5;-4.4E-5;0.0081
0.2138624;2.5E-5;-5E-5;0.0071
0.21386752;-2.5E-5;-9.4E-5;0.0071
0.21387264;-5.1E-5;-1.9E-5;0.0076
0.21387776;2.5E-5;8.8E-5;0.0076
0.21388288;0;5E-5;0.0071
0.213888;0;6.9E-5;0.0071
0.21389312;-5.1E-5;1.3E-5;0.0078
0.21389824;0;-1.9E-5;0.0073
0.21390336;0;-0.00011;0.0078
0.21390848;0;-0.0001;0.0076
0.2139136;-2.5E-5;-0.00014;0.0078
0.21391872;-2.5E-5;-0.00012;0.0073
0.21392384;2.5E-5;-9.4E-5;0.0078
0.21392896;5.1E-5;-0.00011;0.0083
0.21393408;0;-0.00012;0.0078
0.2139392;2.5E-5;-5E-5;0.0078
0.21394432;7.6E-5;-4.4E-5;0.0081
0.21394944;0.0001;6.3E-6;0.0083
0.21395456;0;-5.7E-5;0.0078
0.21395968;0;-8.2E-5;0.0078
0.2139648;-5.1E-5;-0.0001;0.0078
0.21396992;-5.1E-5;-6.3E-5;0.0078
0.21397504;0;-1.9E-5;0.0078
0.21398016;-5.1E-5;-8.2E-5;0.0081
0.21398528;2.5E-5;-9.4E-5;0.0081
0.2139904;-2.5E-5;-3.8E-5;0.0073
0.21399552;0;0;0.0083
0.21400064;2.5E-5;6.3E-6;0.0083
0.21400576;2.5E-5;-6.3E-6;0.0081
0.21401088;2.5E-5;0;0.0073
0.214016;0;6.9E-5;0.0071
0.21402112;0;3.1E-5;0.0073
0.21402624;7.6E-5;4.4E-5;0.0073
0.21403136;5.1E-5;2.5E-5;0.0073
0.21403648;7.6E-5;-3.1E-5;0.0068
0.2140416;0.00013;-3.1E-5;0.0081
0.21404672;2.5E-5;-4.4E-5;0.0081
0.21405184;0.00015;-4.4E-5;0.0083
0.21405696;0.00018;-5.7E-5;0.0078
0.21406208;0.0001;3.1E-5;0.0083
0.2140672;0;-6.3E-6;0.0076
0.21407232;0;-6.3E-6;0.0078
0.21407744;5.1E-5;-6.3E-6;0.0076
0.21408256;5.1E-5;3.1E-5;0.0078
0.21408768;0;-1.3E-5;0.0081
0.2140928;0;-1.9E-5;0.0083
0.21409792;7.6E-5;-0.00012;0.0076
0.21410304;5.1E-5;-0.00013;0.0083
0.21410816;0;-0.00013;0.0073
0.21411328;0;-0.00017;0.0073
0.2141184;-5.1E-5;-0.00011;0.0076
0.21412352;-7.6E-5;-9.4E-5;0.0076
0.21412864;5.1E-5;-0.00013;0.0073
0.21413376;0.0001;-0.00015;0.0078
0.21413888;2.5E-5;-8.8E-5;0.0073
0.214144;-0.00015;-3.8E-5;0.0073
0.21414912;-5.1E-5;3.8E-5;0.0078
0.21415424;-5.1E-5;5E-5;0.0076
0.21415936;-0.00015;7.5E-5;0.0071
0.21416448;-5.1E-5;8.2E-5;0.0076
0.2141696;0;6.9E-5;0.0066
0.21417472;-7.6E-5;7.5E-5;0.0071
0.21417984;-7.6E-5;-3.8E-5;0.0071
0.21418496;-7.6E-5;2.5E-5;0.0076
0.21419008;-5.1E-5;6.3E-6;0.0073
0.2141952;-2.5E-5;-3.1E-5;0.0076
0.21420032;2.5E-5;-7.5E-5;0.0076
0.21420544;0.00013;-2.5E-5;0.0076
0.21421056;2.5E-5;-6.3E-6;0.0081
0.21421568;5.1E-5;2.5E-5;0.0083
0.2142208;2.5E-5;1.9E-5;0.0076
0.21422592;5.1E-5;3.8E-5;0.0073
0.21423104;-2.5E-5;3.8E-5;0.0081
0.21423616;0;4.4E-5;0.0076
0.21424128;-2.5E-5;7.5E-5;0.0081
0.2142464;2.5E-5;0.0001;0.0078
0.21425152;2.5E-5;2.5E-5;0.0076
0.21425664;-5.1E-5;-5E-5;0.0073
0.21426176;-7.6E-5;-4.4E-5;0.0078
0.21426688;-2.5E-5;-5E-5;0.0073
0.214272;7.6E-5;-1.3E-5;0.0078
0.21427712;-2.5E-5;-5.7E-5;0.0078
0.21428224;-7.6E-5;-3.1E-5;0.0076
0.21428736;5.1E-5;-2.5E-5;0.0066
0.21429248;2.5E-5;1.9E-5;0.0068
0.2142976;0;-6.3E-6;0.0073
0.21430272;0;-8.2E-5;0.0073
0.21430784;7.6E-5;-9.4E-5;0.0081
0.21431296;5.1E-5;-0.00011;0.0071
0.21431808;2.5E-5;-8.2E-5;0.0073
0.2143232;0;-0.00011;0.0076
0.21432832;0;-6.3E-6;0.0071
0.21433344;0;-6.3E-6;0.0073
0.21433856;0;6.3E-6;0.0073
0.21434368;2.5E-5;1.9E-5;0.0076
0.2143488;2.5E-5;-3.1E-5;0.0071
0.21435392;0;-5E-5;0.0078
0.21435904;-2.5E-5;-9.4E-5;0.0073
0.21436416;-5.1E-5;-0.00011;0.0073
0.21436928;-2.5E-5;-8.8E-5;0.0071
0.2143744;-5.1E-5;-0.0001;0.0071
0.21437952;0;-1.9E-5;0.0073
0.21438464;5.1E-5;-3.8E-5;0.0073
0.21438976;0;-3.1E-5;0.0068
0.21439488;7.6E-5;-6.9E-5;0.0073
0.2144;-2.5E-5;3.1E-5;0.0078
0.21440512;5.1E-5;6.3E-6;0.0078
0.21441024;7.6E-5;-8.8E-5;0.0086
0.21441536;7.6E-5;-7.5E-5;0.0078
0.21442048;-0.0001;-4.4E-5;0.0078
0.2144256;2.5E-5;-3.8E-5;0.0078
0.21443072;7.6E-5;-3.1E-5;0.0073
0.21443584;5.1E-5;-2.5E-5;0.0073
0.21444096;7.6E-5;3.1E-5;0.0073
0.21444608;0;5E-5;0.0081
0.2144512;-2.5E-5;-1.3E-5;0.0076
0.21445632;-5.1E-5;-3.8E-5;0.0078
0.21446144;5.1E-5;-3.8E-5;0.0073
0.21446656;7.6E-5;-7.5E-5;0.0076
0.21447168;5.1E-5;-3.8E-5;0.0071
0.2144768;7.6E-5;1.9E-5;0.0078
0.21448192;5.1E-5;7.5E-5;0.0076
0.21448704;2.5E-5;4.4E-5;0.0078
0.21449216;0;-3.8E-5;0.0068
0.21449728;0;-3.8E-5;0.0076
0.2145024;-7.6E-5;-8.2E-5;0.0073
0.21450752;-5.1E-5;-4.4E-5;0.0073
0.21451264;5.1E-5;-4.4E-5;0.0081
0.21451776;-2.5E-5;-8.8E-5;0.0076
0.21452288;-7.6E-5;-0.00011;0.0076
0.214528;-0.0001;-7.5E-5;0.0078
0.21453312;-2.5E-5;0;0.0073
0.21453824;2.5E-5;3.1E-5;0.0076
0.21454336;2.5E-5;-2.5E-5;0.0078
0.21454848;0;-0.0001;0.0081
0.2145536;-2.5E-5;-0.00016;0.0073
0.21455872;0;-0.00013;0.0073
0.21456384;0;-0.00016;0.0078
0.21456896;-5.1E-5;-8.8E-5;0.0078
0.21457408;5.1E-5;-6.3E-6;0.0076
0.2145792;-5.1E-5;1.9E-5;0.0078
0.21458432;-5.1E-5;6.3E-6;0.0076
0.21458944;-5.1E-5;-1.3E-5;0.0081
0.21459456;-2.5E-5;3.1E-5;0.0076
0.21459968;7.6E-5;3.1E-5;0.0076
0.2146048;-7.6E-5;-1.3E-5;0.0076
0.21460992;-2.5E-5;3.8E-5;0.0071
0.21461504;-2.5E-5;1.9E-5;0.0078
0.21462016;-7.6E-5;0.00014;0.0081
0.21462528;-2.5E-5;0.00013;0.0076
0.2146304;0;8.8E-5;0.0078
0.21463552;-5.1E-5;3.8E-5;0.0086
0.21464064;5.1E-5;-6.3E-6;0.0081
0.21464576;-5.1E-5;-3.1E-5;0.0086
0.21465088;5.1E-5;-8.2E-5;0.0083
0.214656;0.0001;-6.3E-6;0.0078
0.21466112;0.00015;-4.4E-5;0.0083
0.21466624;0.0001;-7.5E-5;0.0081
0.21467136;2.5E-5;-0.00013;0.0081
0.21467648;7.6E-5;-0.00018;0.0076
0.2146816;-5.1E-5;-0.00021;0.0081
0.21468672;-5.1E-5;-0.00019;0.0076
0.21469184;0;-0.00013;0.0078
0.21469696;0;-8.8E-5;0.0081
0.21470208;0;-1.9E-5;0.0076
0.2147072;-5.1E-5;-2.5E-5;0.0086
0.21471232;0;-6.3E-5;0.0076
0.21471744;2.5E-5;-6.3E-6;0.0073
0.21472256;-5.1E-5;1.3E-5;0.0076
0.21472768;5.1E-5;1.9E-5;0.0061
0.2147328;0.0001;3.8E-5;0.0071
