ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2020-04-30 09:24:23 094m





Relative time;HS4-50(17297).Kladivko;HS4-50(17297).Snimac1;HS4-50(17297).Snimac2
s;V;V;V
0.01411584;0.00018;-0.00053;0.0076
0.01412096;0.0002;-0.00052;0.0073
0.01412608;0.00023;-0.0006;0.0076
0.0141312;0.00018;-0.00066;0.0071
0.01413632;0.00025;-0.00073;0.0086
0.01414144;0.00023;-0.00075;0.0076
0.01414656;0.0002;-0.0008;0.0081
0.01415168;0.00023;-0.00086;0.0076
0.0141568;0.00015;-0.00089;0.0083
0.01416192;0.0002;-0.00097;0.0081
0.01416704;0.0002;-0.0011;0.0076
0.01417216;0.00025;-0.0011;0.0076
0.01417728;0.00015;-0.0012;0.0078
0.0141824;0.0002;-0.0012;0.0071
0.01418752;0.00025;-0.0012;0.0071
0.01419264;0.00033;-0.0012;0.0081
0.01419776;0.00033;-0.0013;0.0078
0.01420288;0.00025;-0.0014;0.0071
0.014208;0.0003;-0.0014;0.0078
0.01421312;0.00035;-0.0014;0.0078
0.01421824;0.00028;-0.0015;0.0078
0.01422336;0.00033;-0.0015;0.0076
0.01422848;0.0003;-0.0016;0.0078
0.0142336;0.00033;-0.0016;0.0081
0.01423872;0.00033;-0.0017;0.0078
0.01424384;0.0003;-0.0018;0.0076
0.01424896;0.00025;-0.0018;0.0081
0.01425408;0.00038;-0.0018;0.0081
0.0142592;0.0003;-0.0018;0.0078
0.01426432;0.00033;-0.0017;0.0076
0.01426944;0.0003;-0.0017;0.0076
0.01427456;0.00043;-0.0018;0.0078
0.01427968;0.00033;-0.0018;0.0073
0.0142848;0.00028;-0.0018;0.0073
0.01428992;0.0002;-0.0019;0.0068
0.01429504;0.00025;-0.002;0.0073
0.01430016;0.0003;-0.0021;0.0076
0.01430528;0.0002;-0.0021;0.0071
0.0143104;0.00023;-0.0021;0.0073
0.01431552;0.00018;-0.002;0.0073
0.01432064;0.00018;-0.0019;0.0073
0.01432576;0.00028;-0.002;0.0073
0.01433088;0.0003;-0.002;0.0078
0.014336;0.00023;-0.002;0.0078
0.01434112;0.00033;-0.0019;0.0073
0.01434624;0.00023;-0.002;0.0073
0.01435136;0.0002;-0.002;0.0076
0.01435648;0.00025;-0.002;0.0073
0.0143616;0.00028;-0.0019;0.0073
0.01436672;0.00028;-0.0018;0.0076
0.01437184;0.00018;-0.0018;0.0071
0.01437696;0.00023;-0.0019;0.0066
0.01438208;0.00028;-0.0019;0.0073
0.0143872;0.0003;-0.0019;0.0073
0.01439232;0.00028;-0.002;0.0078
0.01439744;0.00023;-0.002;0.0078
0.01440256;0.00018;-0.002;0.0081
0.01440768;0.0001;-0.002;0.0078
0.0144128;0.0002;-0.0019;0.0078
0.01441792;0.00013;-0.0019;0.0083
0.01442304;0.0001;-0.0018;0.0078
0.01442816;0.00013;-0.0018;0.0073
0.01443328;0.00018;-0.0018;0.0073
0.0144384;0.00015;-0.0018;0.0078
0.01444352;0.0001;-0.0018;0.0073
0.01444864;0.00015;-0.0018;0.0073
0.01445376;0.00015;-0.0017;0.0071
0.01445888;7.6E-5;-0.0018;0.0073
0.014464;7.6E-5;-0.0018;0.0071
0.01446912;0.0001;-0.0019;0.0071
0.01447424;0.0001;-0.0019;0.0073
0.01447936;0.0001;-0.0019;0.0073
0.01448448;0.00018;-0.0019;0.0073
0.0144896;0.0001;-0.0018;0.0073
0.01449472;5.1E-5;-0.0018;0.0073
0.01449984;2.5E-5;-0.0017;0.0073
0.01450496;7.6E-5;-0.0018;0.0073
0.01451008;0.0001;-0.0018;0.0078
0.0145152;2.5E-5;-0.0018;0.0076
0.01452032;0;-0.0018;0.0068
0.01452544;0;-0.0018;0.0073
0.01453056;0;-0.0018;0.0068
0.01453568;-2.5E-5;-0.0018;0.0068
0.0145408;0;-0.0019;0.0076
0.01454592;0;-0.0019;0.0078
0.01455104;0;-0.0019;0.0071
0.01455616;7.6E-5;-0.002;0.0066
0.01456128;2.5E-5;-0.0021;0.0068
0.0145664;2.5E-5;-0.002;0.0073
0.01457152;5.1E-5;-0.0021;0.0076
0.01457664;-7.6E-5;-0.002;0.0071
0.01458176;7.6E-5;-0.0021;0.0071
0.01458688;-2.5E-5;-0.0021;0.0071
0.014592;0;-0.0021;0.0076
0.01459712;0;-0.0021;0.0073
0.01460224;-2.5E-5;-0.0021;0.0066
0.01460736;-2.5E-5;-0.0022;0.0071
0.01461248;0;-0.0023;0.0073
0.0146176;5.1E-5;-0.0023;0.0066
0.01462272;2.5E-5;-0.0024;0.0071
0.01462784;7.6E-5;-0.0023;0.0071
0.01463296;2.5E-5;-0.0023;0.0063
0.01463808;5.1E-5;-0.0022;0.0068
0.0146432;5.1E-5;-0.0023;0.0071
0.01464832;5.1E-5;-0.0022;0.0066
0.01465344;7.6E-5;-0.0023;0.0068
0.01465856;0.00018;-0.0024;0.0066
0.01466368;7.6E-5;-0.0025;0.0071
0.0146688;0.0001;-0.0026;0.0063
0.01467392;2.5E-5;-0.0026;0.0063
0.01467904;7.6E-5;-0.0026;0.0068
0.01468416;0.00013;-0.0025;0.0066
0.01468928;0.00018;-0.0025;0.0071
0.0146944;0.00013;-0.0026;0.0073
0.01469952;7.6E-5;-0.0027;0.0068
0.01470464;0.0001;-0.0028;0.0061
0.01470976;7.6E-5;-0.0028;0.0071
0.01471488;0.00015;-0.0027;0.0071
0.01472;0.00013;-0.0027;0.0068
0.01472512;0.00015;-0.0027;0.0078
0.01473024;0.00013;-0.0027;0.0068
0.01473536;0.00015;-0.0027;0.0078
0.01474048;0.00013;-0.0028;0.0076
0.0147456;0.0001;-0.0028;0.0068
0.01475072;0.00013;-0.0029;0.0068
0.01475584;0.00013;-0.0029;0.0078
0.01476096;0.00013;-0.0029;0.0081
0.01476608;0.00013;-0.003;0.0076
0.0147712;0.00015;-0.0029;0.0076
0.01477632;0.0001;-0.003;0.0078
0.01478144;0.00013;-0.003;0.0068
0.01478656;0.00013;-0.0029;0.0071
0.01479168;0.0001;-0.0029;0.0076
0.0147968;2.5E-5;-0.0029;0.0073
0.01480192;0.0001;-0.0029;0.0081
0.01480704;0.0001;-0.0029;0.0083
0.01481216;5.1E-5;-0.003;0.0076
0.01481728;0.00013;-0.003;0.0076
0.0148224;0.0002;-0.003;0.0078
0.01482752;0.00015;-0.003;0.0073
0.01483264;0.00015;-0.003;0.0071
0.01483776;0.00018;-0.0031;0.0078
0.01484288;0.0001;-0.003;0.0081
0.014848;7.6E-5;-0.0029;0.0081
0.01485312;0.00013;-0.0029;0.0073
0.01485824;0.0001;-0.003;0.0083
0.01486336;0.00013;-0.003;0.0076
0.01486848;0.00018;-0.0029;0.0078
0.0148736;0.00013;-0.0029;0.0078
0.01487872;0.00015;-0.0029;0.0076
0.01488384;0.00018;-0.0028;0.0081
0.01488896;0.0001;-0.0028;0.0081
0.01489408;2.5E-5;-0.0028;0.0083
0.0148992;7.6E-5;-0.0027;0.0081
0.01490432;0.0001;-0.0025;0.0078
0.01490944;0.0001;-0.0025;0.0076
0.01491456;0;-0.0026;0.0071
0.01491968;0.00013;-0.0026;0.0066
0.0149248;0.0001;-0.0026;0.0071
0.01492992;0.0001;-0.0025;0.0076
0.01493504;7.6E-5;-0.0024;0.0078
0.01494016;7.6E-5;-0.0024;0.0073
0.01494528;5.1E-5;-0.0024;0.0081
0.0149504;0;-0.0024;0.0078
0.01495552;5.1E-5;-0.0022;0.0078
0.01496064;-2.5E-5;-0.0022;0.0078
0.01496576;2.5E-5;-0.0021;0.0081
0.01497088;2.5E-5;-0.0022;0.0076
0.014976;2.5E-5;-0.0022;0.0068
0.01498112;-5.1E-5;-0.0022;0.0071
0.01498624;2.5E-5;-0.0021;0.0078
0.01499136;5.1E-5;-0.002;0.0071
0.01499648;2.5E-5;-0.0019;0.0071
0.0150016;0;-0.0017;0.0073
0.01500672;-5.1E-5;-0.0018;0.0076
0.01501184;-7.6E-5;-0.0018;0.0081
0.01501696;-7.6E-5;-0.0018;0.0081
0.01502208;-7.6E-5;-0.0017;0.0078
0.0150272;0;-0.0017;0.0083
0.01503232;0;-0.0017;0.0073
0.01503744;2.5E-5;-0.0017;0.0076
0.01504256;2.5E-5;-0.0017;0.0076
0.01504768;0;-0.0016;0.0078
0.0150528;0;-0.0016;0.0086
0.01505792;-2.5E-5;-0.0015;0.0078
0.01506304;-2.5E-5;-0.0013;0.0078
0.01506816;5.1E-5;-0.0013;0.0076
0.01507328;-2.5E-5;-0.0013;0.0088
0.0150784;-2.5E-5;-0.0013;0.0083
0.01508352;-2.5E-5;-0.0013;0.0083
0.01508864;-2.5E-5;-0.0012;0.0086
0.01509376;-0.00013;-0.0012;0.0081
0.01509888;0;-0.0011;0.0076
0.015104;-0.0001;-0.0011;0.0076
0.01510912;-0.0001;-0.001;0.0071
0.01511424;-5.1E-5;-0.00098;0.0078
0.01511936;-0.00013;-0.00095;0.0068
0.01512448;-7.6E-5;-0.0009;0.0073
0.0151296;-5.1E-5;-0.0009;0.0078
0.01513472;-2.5E-5;-0.00083;0.0076
0.01513984;-0.00013;-0.00079;0.0076
0.01514496;-0.00013;-0.0007;0.0076
0.01515008;-5.1E-5;-0.00067;0.0083
0.0151552;-0.00013;-0.00062;0.0076
0.01516032;-5.1E-5;-0.00057;0.0078
0.01516544;-0.0001;-0.00051;0.0081
0.01517056;-0.0001;-0.00049;0.0083
0.01517568;-0.00023;-0.00046;0.0078
0.0151808;-0.0001;-0.00038;0.0078
0.01518592;-0.00015;-0.00036;0.0073
0.01519104;-0.0001;-0.0003;0.0078
0.01519616;-5.1E-5;-0.00025;0.0076
0.01520128;-0.0001;-0.00021;0.0078
0.0152064;-5.1E-5;-0.0003;0.0073
0.01521152;-5.1E-5;-0.0003;0.0073
0.01521664;0;-0.00026;0.0078
0.01522176;-0.0001;-0.00023;0.0073
0.01522688;-7.6E-5;-0.00022;0.0076
0.015232;-5.1E-5;-0.00022;0.0076
0.01523712;-0.00013;-0.0002;0.0071
0.01524224;-2.5E-5;-0.00014;0.0073
0.01524736;-0.00013;-0.00011;0.0078
0.01525248;-0.00013;-0.00012;0.0076
0.0152576;-0.0001;-0.00018;0.0078
0.01526272;-2.5E-5;-0.00022;0.0071
0.01526784;-0.0001;-0.00023;0.0076
0.01527296;-5.1E-5;-0.00024;0.0073
0.01527808;-5.1E-5;-0.00021;0.0076
0.0152832;-5.1E-5;-0.00016;0.0076
0.01528832;0;-0.00016;0.0081
0.01529344;-2.5E-5;-9.4E-5;0.0076
0.01529856;0;-0.00011;0.0081
0.01530368;0;-0.00011;0.0078
0.0153088;-2.5E-5;-9.4E-5;0.0078
0.01531392;-5.1E-5;-4.4E-5;0.0076
0.01531904;-7.6E-5;-2.5E-5;0.0078
0.01532416;-2.5E-5;-8.8E-5;0.0076
0.01532928;-5.1E-5;-8.2E-5;0.0073
0.0153344;-7.6E-5;1.3E-5;0.0078
0.01533952;-2.5E-5;6.3E-5;0.0073
0.01534464;0;1.9E-5;0.0073
0.01534976;-5.1E-5;0;0.0071
0.01535488;0;-3.8E-5;0.0078
0.01536;2.5E-5;0;0.0076
0.01536512;2.5E-5;6.3E-6;0.0078
0.01537024;-2.5E-5;7.5E-5;0.0076
0.01537536;-7.6E-5;9.4E-5;0.0073
0.01538048;2.5E-5;8.8E-5;0.0073
0.0153856;-2.5E-5;0.00014;0.0076
0.01539072;-5.1E-5;0.00011;0.0083
0.01539584;2.5E-5;3.1E-5;0.0068
0.01540096;5.1E-5;-5.7E-5;0.0083
0.01540608;2.5E-5;-0.00011;0.0078
0.0154112;5.1E-5;-0.00015;0.0078
0.01541632;0.0001;-0.0001;0.0083
0.01542144;0.00015;-0.0001;0.0078
0.01542656;0.00015;0;0.0076
0.01543168;0.00015;0;0.0076
0.0154368;7.6E-5;-0.0001;0.0083
0.01544192;7.6E-5;-0.00016;0.0078
0.01544704;5.1E-5;-0.00019;0.0081
0.01545216;0.0001;-0.00031;0.0078
0.01545728;0.0001;-0.00033;0.0076
0.0154624;0.0001;-0.0003;0.0078
0.01546752;5.1E-5;-0.00026;0.0083
0.01547264;0.00025;-0.00024;0.0083
0.01547776;0.00025;-0.00026;0.0076
0.01548288;0.00015;-0.00033;0.0076
0.015488;0.00013;-0.00037;0.0078
0.01549312;0.00013;-0.00035;0.0073
0.01549824;2.5E-5;-0.00036;0.0078
0.01550336;-2.5E-5;-0.00033;0.0081
0.01550848;0.0001;-0.0003;0.0081
0.0155136;0.0001;-0.0002;0.0081
0.01551872;2.5E-5;-0.00019;0.0071
0.01552384;5.1E-5;-6.3E-5;0.0076
0.01552896;0.00013;6.3E-5;0.0081
0.01553408;2.5E-5;0.00013;0.0076
0.0155392;0.0001;0.0003;0.0081
0.01554432;7.6E-5;0.00035;0.0076
0.01554944;0.0001;0.0004;0.0081
0.01555456;5.1E-5;0.0005;0.0076
0.01555968;2.5E-5;0.00052;0.0078
0.0155648;7.6E-5;0.00053;0.0076
0.01556992;5.1E-5;0.00063;0.0078
0.01557504;7.6E-5;0.00079;0.0081
0.01558016;0.0002;0.00088;0.0086
0.01558528;5.1E-5;0.00088;0.0083
0.0155904;0.0001;0.00085;0.0083
0.01559552;0.00015;0.00082;0.0083
0.01560064;5.1E-5;0.00082;0.0078
0.01560576;5.1E-5;0.00087;0.0081
0.01561088;2.5E-5;0.00082;0.0083
0.015616;2.5E-5;0.00082;0.0086
0.01562112;0;0.00076;0.0083
0.01562624;-5.1E-5;0.00073;0.0076
0.01563136;-2.5E-5;0.00068;0.0078
0.01563648;2.5E-5;0.00067;0.0081
0.0156416;2.5E-5;0.00069;0.0078
0.01564672;0;0.00066;0.0081
0.01565184;2.5E-5;0.00065;0.0073
0.01565696;5.1E-5;0.00064;0.0073
0.01566208;0.0001;0.0006;0.0073
0.0156672;5.1E-5;0.00067;0.0071
0.01567232;-2.5E-5;0.00068;0.0078
0.01567744;2.5E-5;0.00061;0.0083
0.01568256;5.1E-5;0.00069;0.0083
0.01568768;0.0001;0.00058;0.0073
0.0156928;5.1E-5;0.00063;0.0078
0.01569792;0.00013;0.00055;0.0076
0.01570304;5.1E-5;0.0005;0.0073
0.01570816;0;0.00058;0.0081
0.01571328;2.5E-5;0.0007;0.0078
0.0157184;-0.0001;0.00075;0.0076
0.01572352;-5.1E-5;0.00084;0.0076
0.01572864;-5.1E-5;0.0009;0.0083
0.01573376;0;0.00092;0.0078
0.01573888;0;0.00094;0.0076
0.015744;7.6E-5;0.00098;0.0081
0.01574912;5.1E-5;0.001;0.0078
0.01575424;0;0.001;0.0083
0.01575936;-5.1E-5;0.001;0.0076
0.01576448;-0.00013;0.0011;0.0076
0.0157696;-7.6E-5;0.0012;0.0081
0.01577472;-5.1E-5;0.0013;0.0078
0.01577984;-5.1E-5;0.0014;0.0076
0.01578496;-2.5E-5;0.0015;0.0076
0.01579008;-5.1E-5;0.0016;0.0076
0.0157952;-2.5E-5;0.0016;0.0076
0.01580032;2.5E-5;0.0017;0.0076
0.01580544;-7.6E-5;0.0018;0.0071
0.01581056;-5.1E-5;0.002;0.0086
0.01581568;-2.5E-5;0.002;0.0081
0.0158208;-0.00015;0.0021;0.0078
0.01582592;-2.5E-5;0.0021;0.0076
0.01583104;2.5E-5;0.0022;0.0078
0.01583616;0;0.0024;0.0073
0.01584128;0;0.0024;0.0073
0.0158464;-2.5E-5;0.0025;0.0071
0.01585152;5.1E-5;0.0026;0.0073
0.01585664;7.6E-5;0.0027;0.0071
0.01586176;7.6E-5;0.0028;0.0076
0.01586688;0.00013;0.0028;0.0081
0.015872;2.5E-5;0.0028;0.0073
0.01587712;0.0001;0.0029;0.0073
0.01588224;5.1E-5;0.0028;0.0071
0.01588736;0.00015;0.0029;0.0073
0.01589248;7.6E-5;0.003;0.0066
0.0158976;0.0001;0.003;0.0073
0.01590272;5.1E-5;0.0031;0.0081
0.01590784;0;0.0032;0.0066
0.01591296;0.00013;0.0034;0.0071
0.01591808;0.0001;0.0034;0.0081
0.0159232;0.0001;0.0034;0.0076
0.01592832;0.00018;0.0035;0.0078
0.01593344;0.00015;0.0035;0.0073
0.01593856;0.00015;0.0035;0.0071
0.01594368;0.0001;0.0036;0.0073
0.0159488;0.00018;0.0036;0.0083
0.01595392;0.00018;0.0037;0.0081
0.01595904;0.00018;0.0038;0.0081
0.01596416;0.0002;0.0038;0.0078
0.01596928;0.00013;0.004;0.0076
0.0159744;0.00015;0.0041;0.0071
0.01597952;0.00015;0.0042;0.0073
0.01598464;0.00015;0.0043;0.0078
0.01598976;7.6E-5;0.0044;0.0068
0.01599488;0.00013;0.0046;0.0073
0.016;0.0002;0.0047;0.0066
0.01600512;0.00018;0.0047;0.0071
0.01601024;0.0001;0.0048;0.0073
0.01601536;0.00015;0.005;0.0071
0.01602048;0.00018;0.0051;0.0073
0.0160256;0.00018;0.0052;0.0073
0.01603072;0.00025;0.0054;0.0073
0.01603584;0.0002;0.0056;0.0068
0.01604096;0.0001;0.0057;0.0073
0.01604608;0.00013;0.0058;0.0071
0.0160512;0.0001;0.0059;0.0066
0.01605632;0.00015;0.0059;0.0073
0.01606144;0.00015;0.006;0.0066
0.01606656;0.00015;0.0062;0.0073
0.01607168;0.00015;0.0064;0.0073
0.0160768;0.00013;0.0066;0.0071
0.01608192;0.0002;0.0068;0.0068
0.01608704;0.0002;0.0069;0.0073
0.01609216;0.00025;0.007;0.0066
0.01609728;0.00023;0.0071;0.0071
0.0161024;0.00018;0.0072;0.0063
0.01610752;0.00018;0.0073;0.0073
0.01611264;0.00018;0.0075;0.0073
0.01611776;0.00025;0.0076;0.0078
0.01612288;0.00023;0.0076;0.0076
0.016128;0.00023;0.0078;0.0073
0.01613312;0.00023;0.0079;0.0073
0.01613824;0.00013;0.008;0.0071
0.01614336;0.00018;0.0081;0.0078
0.01614848;0.0002;0.0082;0.0086
0.0161536;0.00013;0.0083;0.0078
0.01615872;0.0001;0.0084;0.0078
0.01616384;0.00023;0.0085;0.0071
0.01616896;0.00018;0.0085;0.0068
0.01617408;0.00015;0.0085;0.0078
0.0161792;0.0002;0.0087;0.0073
0.01618432;0.00015;0.0088;0.0076
0.01618944;0.00018;0.009;0.0071
0.01619456;0.00013;0.0091;0.0071
0.01619968;0.00013;0.0091;0.0076
0.0162048;0.00013;0.0092;0.0081
0.01620992;0.00013;0.0093;0.0076
0.01621504;0.00013;0.0093;0.0078
0.01622016;0.00013;0.0093;0.0078
0.01622528;0.00015;0.0094;0.0078
0.0162304;0.00015;0.0095;0.0081
0.01623552;0.00023;0.0096;0.0078
0.01624064;0.00015;0.0095;0.0088
0.01624576;5.1E-5;0.0096;0.0088
0.01625088;5.1E-5;0.0096;0.0078
0.016256;7.6E-5;0.0098;0.0073
0.01626112;0.0001;0.0099;0.0071
0.01626624;0.0001;0.0098;0.0081
0.01627136;0.00013;0.0098;0.0071
0.01627648;0.0002;0.0098;0.0076
0.0162816;7.6E-5;0.0098;0.0073
0.01628672;0.00015;0.0099;0.0073
0.01629184;0.00013;0.0099;0.0076
0.01629696;0.00015;0.0099;0.0078
0.01630208;7.6E-5;0.0099;0.0078
0.0163072;2.5E-5;0.0099;0.0076
0.01631232;7.6E-5;0.0099;0.0081
0.01631744;2.5E-5;0.0099;0.0073
0.01632256;5.1E-5;0.0099;0.0076
0.01632768;0;0.0099;0.0078
0.0163328;2.5E-5;0.0099;0.0076
0.01633792;7.6E-5;0.0099;0.0073
0.01634304;0.0001;0.0099;0.0073
0.01634816;0.00018;0.0098;0.0078
0.01635328;5.1E-5;0.0097;0.0071
0.0163584;5.1E-5;0.0096;0.0076
0.01636352;7.6E-5;0.0095;0.0061
0.01636864;7.6E-5;0.0096;0.0073
0.01637376;2.5E-5;0.0096;0.0071
0.01637888;5.1E-5;0.0095;0.0073
0.016384;0;0.0095;0.0076
0.01638912;2.5E-5;0.0093;0.0071
0.01639424;5.1E-5;0.0092;0.0073
0.01639936;0;0.0091;0.0068
0.01640448;5.1E-5;0.0091;0.0073
0.0164096;2.5E-5;0.009;0.0068
0.01641472;0;0.009;0.0073
0.01641984;-2.5E-5;0.0088;0.0083
0.01642496;2.5E-5;0.0087;0.0068
0.01643008;-5.1E-5;0.0086;0.0066
0.0164352;0;0.0086;0.0073
0.01644032;0;0.0085;0.0073
0.01644544;7.6E-5;0.0084;0.0071
0.01645056;0;0.0082;0.0071
0.01645568;0;0.0081;0.0073
0.0164608;5.1E-5;0.0079;0.0076
0.01646592;0.0001;0.0077;0.0076
0.01647104;7.6E-5;0.0075;0.0071
0.01647616;7.6E-5;0.0074;0.0078
0.01648128;2.5E-5;0.0073;0.0073
0.0164864;0;0.0073;0.0073
0.01649152;0.00015;0.007;0.0073
0.01649664;0.00015;0.0069;0.0071
0.01650176;0.00018;0.0067;0.0078
0.01650688;5.1E-5;0.0065;0.0071
0.016512;7.6E-5;0.0064;0.0068
0.01651712;0.0001;0.0062;0.0068
0.01652224;0.00013;0.0062;0.0071
0.01652736;0.00018;0.006;0.0071
0.01653248;0.00023;0.0058;0.0073
0.0165376;0.00018;0.0056;0.0071
0.01654272;0.00015;0.0054;0.0071
0.01654784;0.0001;0.0052;0.0078
0.01655296;0.00015;0.005;0.0071
0.01655808;7.6E-5;0.0049;0.0071
0.0165632;0.0002;0.0047;0.0071
0.01656832;0.00018;0.0045;0.0078
0.01657344;0.00023;0.0043;0.0078
0.01657856;0.0001;0.0043;0.0078
0.01658368;0.00015;0.0041;0.0076
0.0165888;0.00013;0.0039;0.0071
0.01659392;7.6E-5;0.0037;0.0073
0.01659904;0.00013;0.0035;0.0071
0.01660416;0.00013;0.0033;0.0078
0.01660928;0.00015;0.0031;0.0081
0.0166144;0.0002;0.0029;0.0076
0.01661952;0.00018;0.0026;0.0083
0.01662464;0.00015;0.0023;0.0076
0.01662976;0.0002;0.0021;0.0076
0.01663488;0.00013;0.0019;0.0073
0.01664;0.00013;0.0017;0.0071
0.01664512;2.5E-5;0.0015;0.0078
0.01665024;7.6E-5;0.0011;0.0083
0.01665536;0.00023;0.00085;0.0078
0.01666048;0.0002;0.00063;0.0078
0.0166656;0.00013;0.00054;0.0081
0.01667072;0.00013;0.00045;0.0068
0.01667584;0.00018;0.00024;0.0073
0.01668096;0.0002;-6.3E-6;0.0081
0.01668608;0.0002;-0.00022;0.0073
0.0166912;0.00013;-0.00051;0.0081
0.01669632;0.00013;-0.0008;0.0068
0.01670144;0.00018;-0.001;0.0073
0.01670656;0.00018;-0.0012;0.0071
0.01671168;0.00013;-0.0014;0.0081
0.0167168;0.00013;-0.0016;0.0083
0.01672192;0.00015;-0.0018;0.0081
0.01672704;0.00013;-0.002;0.0076
0.01673216;7.6E-5;-0.0022;0.0076
0.01673728;0.00015;-0.0024;0.0071
0.0167424;7.6E-5;-0.0026;0.0081
0.01674752;7.6E-5;-0.0029;0.0073
0.01675264;0.0001;-0.003;0.0063
0.01675776;0.00013;-0.0032;0.0073
0.01676288;0.00013;-0.0034;0.0076
0.016768;0.0001;-0.0035;0.0076
0.01677312;2.5E-5;-0.0037;0.0073
0.01677824;-2.5E-5;-0.0038;0.0068
0.01678336;5.1E-5;-0.004;0.0073
0.01678848;0;-0.0041;0.0071
0.0167936;-5.1E-5;-0.0043;0.0068
0.01679872;-5.1E-5;-0.0045;0.0068
0.01680384;0.0001;-0.0048;0.0071
0.01680896;-5.1E-5;-0.005;0.0073
0.01681408;-0.00015;-0.0052;0.0073
0.0168192;-0.00018;-0.0053;0.0068
0.01682432;-0.0002;-0.0054;0.0076
0.01682944;-0.00023;-0.0056;0.0078
0.01683456;-0.00018;-0.0056;0.0076
0.01683968;-0.0002;-0.0057;0.0073
0.0168448;-0.00023;-0.0059;0.0071
0.01684992;-0.00023;-0.006;0.0078
0.01685504;-0.00025;-0.0062;0.0071
0.01686016;-0.00028;-0.0063;0.0078
0.01686528;-0.00028;-0.0064;0.0081
0.0168704;-0.00023;-0.0066;0.0068
0.01687552;-0.00023;-0.0069;0.0076
0.01688064;-0.00028;-0.007;0.0076
0.01688576;-0.00033;-0.0071;0.0078
0.01689088;-0.00033;-0.0074;0.0078
0.016896;-0.00038;-0.0075;0.0086
0.01690112;-0.00041;-0.0076;0.0081
0.01690624;-0.00035;-0.0078;0.0073
0.01691136;-0.00046;-0.0079;0.0078
0.01691648;-0.00038;-0.008;0.0078
0.0169216;-0.00038;-0.0081;0.0078
0.01692672;-0.00043;-0.0082;0.0076
0.01693184;-0.00046;-0.0083;0.0078
0.01693696;-0.00051;-0.0084;0.0078
0.01694208;-0.00046;-0.0086;0.0078
0.0169472;-0.00061;-0.0087;0.0086
0.01695232;-0.00058;-0.0089;0.0086
0.01695744;-0.00066;-0.0091;0.0083
0.01696256;-0.00061;-0.0092;0.0086
0.01696768;-0.00061;-0.0093;0.0081
0.0169728;-0.00063;-0.0093;0.0076
0.01697792;-0.00066;-0.0093;0.0076
0.01698304;-0.00071;-0.0093;0.0076
0.01698816;-0.00073;-0.0094;0.0078
0.01699328;-0.00084;-0.0095;0.0081
0.0169984;-0.00084;-0.0095;0.0083
0.01700352;-0.00076;-0.0094;0.0078
0.01700864;-0.00071;-0.0094;0.0076
0.01701376;-0.00068;-0.0095;0.0076
0.01701888;-0.00081;-0.0095;0.0071
0.017024;-0.00078;-0.0095;0.0068
0.01702912;-0.00081;-0.0096;0.0076
0.01703424;-0.00089;-0.0095;0.0073
0.01703936;-0.00089;-0.0096;0.0078
0.01704448;-0.00096;-0.0096;0.0073
0.0170496;-0.00086;-0.0096;0.0076
0.01705472;-0.00091;-0.0096;0.0073
0.01705984;-0.00094;-0.0096;0.0066
0.01706496;-0.001;-0.0096;0.0076
0.01707008;-0.0011;-0.0096;0.0076
0.0170752;-0.001;-0.0097;0.0066
0.01708032;-0.0011;-0.0097;0.0076
0.01708544;-0.0011;-0.0096;0.0076
0.01709056;-0.0011;-0.0096;0.0086
0.01709568;-0.0011;-0.0096;0.0086
0.0171008;-0.0012;-0.0096;0.0081
0.01710592;-0.0012;-0.0096;0.0078
0.01711104;-0.0012;-0.0096;0.0078
0.01711616;-0.0012;-0.0096;0.0076
0.01712128;-0.0012;-0.0096;0.0076
0.0171264;-0.0011;-0.0096;0.0076
0.01713152;-0.0013;-0.0095;0.0071
0.01713664;-0.0014;-0.0094;0.0073
0.01714176;-0.0013;-0.0094;0.0071
0.01714688;-0.0014;-0.0094;0.0076
0.017152;-0.0014;-0.0094;0.0076
0.01715712;-0.0013;-0.0094;0.0073
0.01716224;-0.0014;-0.0093;0.0081
0.01716736;-0.0014;-0.0093;0.0078
0.01717248;-0.0014;-0.0092;0.0086
0.0171776;-0.0014;-0.0091;0.0081
0.01718272;-0.0015;-0.0091;0.0086
0.01718784;-0.0016;-0.0091;0.0081
0.01719296;-0.0016;-0.0091;0.0086
0.01719808;-0.0016;-0.0091;0.0083
0.0172032;-0.0017;-0.009;0.0081
0.01720832;-0.0017;-0.0089;0.0078
0.01721344;-0.0018;-0.0088;0.0076
0.01721856;-0.0018;-0.0088;0.0078
0.01722368;-0.0019;-0.0086;0.0081
0.0172288;-0.0019;-0.0085;0.0081
0.01723392;-0.002;-0.0085;0.0073
0.01723904;-0.002;-0.0084;0.0068
0.01724416;-0.0021;-0.0084;0.0081
0.01724928;-0.002;-0.0084;0.0076
0.0172544;-0.0021;-0.0083;0.0081
0.01725952;-0.0021;-0.0083;0.0083
0.01726464;-0.0021;-0.0082;0.0078
0.01726976;-0.0023;-0.0082;0.0081
0.01727488;-0.0022;-0.0081;0.0078
0.01728;-0.0023;-0.008;0.0081
0.01728512;-0.0024;-0.0079;0.0076
0.01729024;-0.0024;-0.0077;0.0078
0.01729536;-0.0024;-0.0076;0.0078
0.01730048;-0.0025;-0.0075;0.0076
0.0173056;-0.0025;-0.0075;0.0078
