# Ud·losti AE jednotky 18.03
# form·t ¯·dku: Ëas zaË·tku, dÈlka [us], maximum [mV], rise time [us], c1 [count], c2 [count], risetime c1 [count], risetime c2 [count], vzorkov·na [+/-]
#
# konfigurace jednotky:
# zesÌlenÌ g=35 [dB]
# maxim·lnÌ rozsah mÏ¯enÌ adc=2000 [mV]
# count prahy c1=204 [mV], c2=604 [mV]
# ud·lostnÌ prahy es=400 [mV], ee=400 [mV], mrtv· doba dt=992 [us]
# osciloskop trg=400 [mV], pamÏù sm=12000 [slov], pretrigger pt=500 [slov]
# osciloskop perioda pr=500 [ms], timeout to=5000 [ms], vzorkov·nÌ rt=4 [MHz]
# trigger zdroj ts=(TRG_EVENT), master tm=()
# interval count ic=1000 [ms]
#
# hodnota 'cycle': 2021/03/17 13:08:52.082000
13260460321.448793	 189366793	     1490	 470	        0	      153	        0	        0	        0	+	A
13260460369.968079	 237886078	     1334	2000	       63	      159	       65	       17	       15	-	A
13260460374.828268	 242746268	     1490	 588	      354	      124	        0	       33	        0	-	A
13260460376.812698	 244730699	     2680	2000	       11	      267	       93	        1	        2	-	A
13260460376.826639	 244744638	     1413	2000	        8	      150	       51	        2	        2	-	A
13260460376.852324	 244770323	     1426	2000	        5	      169	       52	        2	        2	-	A
13260460378.025707	 245943707	     2283	2000	       87	      272	       81	       12	        4	-	A
13260460378.148630	 246066631	     1121	 768	       27	      106	        4	        9	        3	-	A
13260460378.291311	 246209310	     1240	2000	       13	      140	       32	        3	        4	+	A
13260460379.336092	 247254093	     1147	 746	       66	       97	        5	        7	        4	-	A
13260460380.909319	 248827318	     1653	 604	       19	      154	        0	        6	        0	-	A
13260460381.296982	 249214982	     1096	1482	       35	      115	       18	       12	       10	-	A
13260460382.067270	 249985270	     1192	2000	        8	      124	       43	        2	        3	+	A
13260460388.386646	 256304647	     1092	1742	        5	       86	        9	        2	        1	-	A
13260460403.936697	 271854698	     1139	2000	        6	      130	       31	        3	        3	-	A
