# Ud·losti AE jednotky 18.02
# form·t ¯·dku: Ëas zaË·tku, dÈlka [us], maximum [mV], rise time [us], c1 [count], c2 [count], risetime c1 [count], risetime c2 [count], vzorkov·na [+/-]
#
# konfigurace jednotky:
# zesÌlenÌ g=35 [dB]
# maxim·lnÌ rozsah mÏ¯enÌ adc=2000 [mV]
# count prahy c1=204 [mV], c2=604 [mV]
# ud·lostnÌ prahy es=400 [mV], ee=400 [mV], mrtv· doba dt=992 [us]
# osciloskop trg=400 [mV], pamÏù sm=12000 [slov], pretrigger pt=500 [slov]
# osciloskop perioda pr=500 [ms], timeout to=5000 [ms], vzorkov·nÌ rt=4 [MHz]
# trigger zdroj ts=(TRG_EVENT), master tm=()
# interval count ic=1000 [ms]
#
# hodnota 'cycle': 2021/03/17 12:13:16.159000
13260456994.707581	 198548581	     1205	2000	       16	       46	       30	        3	        3	-	A
13260457000.301746	 204142746	     1125	2000	       11	       37	       22	        4	        4	-	A
13260457003.840378	 207681378	     1103	1248	       12	       30	        7	        1	        2	-	A
13260457011.956133	 215797133	     1313	2000	        7	       93	       46	        2	        2	-	A
13260457012.686020	 216527020	     1804	2000	        8	      120	       77	        2	        2	-	A
13260457012.845646	 216686646	     1601	2000	        6	      114	       71	        2	        2	-	A
13260457012.862543	 216703543	     1541	2000	        8	      109	       50	        2	        2	-	A
13260457013.172693	 217013693	     1165	2000	        6	       58	       30	        1	        2	-	A
13260457013.236530	 217077529	     1218	2000	        7	       91	       49	        2	        2	-	A
13260457013.278416	 217119416	     1187	2000	       12	       35	       17	        1	        2	-	A
13260457014.984423	 218825422	     1102	1342	       14	       20	        7	        1	        3	-	A
13260457015.597639	 219438639	     1122	2000	       14	       45	       19	        4	        5	+	A
13260457020.326803	 224167803	     1140	2000	       11	       41	       23	        2	        3	-	A
13260457021.597006	 225438006	     1237	2000	        0	       55	       34	        0	        0	-	A
13260457021.599289	 225440288	     1549	2000	        7	       84	       42	        2	        2	-	A
13260457021.603382	 225444383	     2319	2000	        7	       91	       31	        2	        3	-	A
13260457021.663849	 225504849	     1851	1506	      805	       41	       12	       19	        9	-	A
13260457021.668221	 225509221	     1415	2000	      130	       58	       14	       10	        1	-	A
13260457021.715084	 225556083	     1897	1490	        3	       51	        7	        1	        1	-	A
13260457021.860947	 225701947	     1271	2000	        1	       69	       38	        1	        1	-	A
13260457022.668442	 226509442	     1107	2000	        9	       72	       32	        3	        4	+	A
13260457022.672161	 226513162	     2364	2000	       15	      131	       26	        2	        2	-	A
13260457022.776541	 226617541	     1602	2000	        1	      105	       61	        1	        1	-	A
13260457023.055517	 226896517	     1557	2000	        8	      123	       72	        1	        2	-	A
13260457023.069609	 226910608	     1257	2000	       18	       94	       59	        5	        5	-	A
13260457023.105724	 226946724	     2536	2000	        1	      170	      105	        1	        1	-	A
13260457023.121923	 226962924	     1454	2000	       10	       94	       50	        1	        1	-	A
13260457023.130178	 226971180	     1262	2000	        1	       57	       34	        0	        1	-	A
13260457024.751123	 228592124	     1133	2000	       14	       55	       32	        5	        4	-	A
13260457025.147383	 228988383	     1135	2000	       14	       49	       22	        4	        4	+	A
13260457028.027962	 231868961	     1128	1820	       20	       38	       21	        4	        5	+	A
13260457029.380476	 233221477	     1521	2000	       14	      119	       26	        2	        2	+	A
13260457029.912632	 233753632	     1259	2000	        9	       73	       45	        3	        3	-	A
